X(cm)	Y(cm)	Z (cm)	Field_X(x,y,z)	Field_Y(x,y,z)	Field_Z(x,y,z)	Field_Strength(x,y,z)
2	34 	4	-0.0024258	6.2797e-05	0.00041028	0.00246106
3	34 	4	-0.0121165	0.000304176	0.00151912	0.0122152
4	34 	4	-0.0102407	0.00346536	-0.00132617	0.0108922
5	34 	4	-0.00585749	0.00767035	0.00827518	0.0127131
6	34 	4	4.24868e-05	0.0107303	0.0108942	0.0152913
7	34 	4	0.00219333	0.0111139	0.00932615	0.0146733
8	34 	4	0.00259741	0.0105336	0.0088516	0.0140019
9	34 	4	0.00284301	0.00986931	0.007968	0.012999
10	34 	4	0.0029893	0.00917613	0.00611846	0.0114268
11	34 	4	0.00303101	0.00847319	0.00326353	0.00957249
12	34 	4	0.00299547	0.00785618	-0.000303961	0.00841337
13	34 	4	0.00288579	0.00729839	-0.00430366	0.00895074
14	34 	4	0.00268576	0.00675712	-0.00835706	0.0110776
15	34 	4	0.00241773	0.00621199	-0.0121862	0.0138902
16	34 	4	0.00211105	0.00569602	-0.0157038	0.0168378
17	34 	4	0.00175098	0.0052001	-0.0187601	0.019546
18	34 	4	0.00133071	0.00468511	-0.0212891	0.0218391
19	34 	4	0.000854611	0.00420579	-0.0231921	0.0235859
20	34 	4	0.000317079	0.00377827	-0.0242816	0.0245759
21	34 	4	-0.000260749	0.00344078	-0.0244897	0.0247316
22	34 	4	-0.0008746	0.00326092	-0.0236011	0.0238414
23	34 	4	-0.00150301	0.0032406	-0.0215361	0.0218303
24	34 	4	-0.00211738	0.00342074	-0.0182933	0.0187304
25	34 	4	-0.00270534	0.00382717	-0.0138322	0.0146046
26	34 	4	-0.00320785	0.00442325	-0.00842047	0.0100379
27	34 	4	-0.00359457	0.00515882	-0.00237053	0.00671965
28	34 	4	-0.0038648	0.00596478	0.00378049	0.00805031
29	34 	4	-0.00396721	0.00686849	0.00922149	0.0121635
30	34 	4	-0.00390236	0.00775438	0.0133178	0.0158972
31	34 	4	-0.00368696	0.00854917	0.0154792	0.0180634
32	34 	4	-0.0031016	0.00930188	0.0156955	0.0185066
33	34 	4	0.0016421	0.00984783	0.0146044	0.0176908
34	34 	4	0.0124188	0.0087888	0.0143534	0.0209163
35	34 	4	0.0189625	0.00488561	0.00732839	0.0209081
36	34 	4	0.0115884	0.00021261	0.00283246	0.0119314
37	34 	4	-0.00342031	-0.000450292	0.00162732	0.00381438
38	34 	4	-0.00194476	6.29274e-05	-0.000229364	0.00195925
39	34 	4	0	0.000150626	-0.000855829	0.000868983
0	35 	4	0	0	0	0
1	35 	4	0.00202962	-0.000619833	0.00013309	0.00212633
2	35 	4	-0.00229546	-1.31153e-05	0.00034971	0.00232198
3	35 	4	-0.00877271	0.00179555	0.000805498	0.00899074
4	35 	4	-0.00604863	0.00924191	-0.00171296	0.0111773
5	35 	4	-0.00277328	0.0163917	-0.000195491	0.0166258
6	35 	4	0.000454736	0.0201045	-0.00084881	0.0201275
7	35 	4	0.00162113	0.0200011	-0.00100114	0.0200917
8	35 	4	0.00190396	0.0185163	-0.000673917	0.0186262
9	35 	4	0.00211394	0.0167957	-5.76701e-05	0.0169283
10	35 	4	0.00227718	0.0149564	0.000772134	0.0151484
11	35 	4	0.00236075	0.0130543	0.001708	0.0133755
12	35 	4	0.00237416	0.0111845	0.00265354	0.0117376
13	35 	4	0.00232471	0.00942131	0.00339761	0.0102815
14	35 	4	0.00219564	0.00782778	0.00382345	0.00898409
15	35 	4	0.00199705	0.00643518	0.00387968	0.00777507
16	35 	4	0.00176354	0.00533668	0.0034869	0.00661428
17	35 	4	0.00149944	0.00458317	0.00267856	0.0055162
18	35 	4	0.00119925	0.00415719	0.00148306	0.00457382
19	35 	4	0.000864952	0.00408521	-6.5233e-06	0.00417577
20	35 	4	0.000485915	0.00433469	-0.00159408	0.004644
21	35 	4	6.82533e-05	0.0048847	-0.00314177	0.00580824
22	35 	4	-0.000390621	0.0057385	-0.00438739	0.00723409
23	35 	4	-0.000883627	0.00684195	-0.00515813	0.00861391
24	35 	4	-0.00138966	0.00818015	-0.00536178	0.009879
25	35 	4	-0.00188838	0.00972251	-0.00490751	0.0110534
26	35 	4	-0.00231866	0.0113876	-0.00398537	0.0122856
27	35 	4	-0.00264463	0.013121	-0.00284227	0.0136833
28	35 	4	-0.00286331	0.0148785	-0.00174333	0.0152515
29	35 	4	-0.00292876	0.016662	-0.000992643	0.0169465
30	35 	4	-0.00285227	0.0183634	-0.00068018	0.0185961
31	35 	4	-0.00266212	0.0199176	-0.000827536	0.0201117
32	35 	4	-0.00222706	0.0213083	-0.00130613	0.0214641
33	35 	4	0.000909656	0.0223078	-0.00188219	0.0224055
34	35 	4	0.00905616	0.0209388	-0.000844365	0.022829
35	35 	4	0.0159384	0.0139172	0.00188608	0.0212433
36	35 	4	0.00946354	0.00356665	0.00286184	0.0105105
37	35 	4	-0.00295399	-0.00019471	0.00141012	0.00327909
38	35 	4	-0.00188587	0.000540593	-9.44965e-05	0.00196409
39	35 	4	0	0.000191883	-0.000746177	0.000770454
0	36 	4	0	0	0	0
1	36 	4	0.00257212	-0.000442256	0.000214457	0.00261866
2	36 	4	-0.000631119	-2.6168e-05	0.0002385	0.000675188
3	36 	4	-0.00134586	0.00237913	0.000418627	0.0027653
4	36 	4	0.0012271	0.00626876	0.00038141	0.0063991
5	36 	4	0.0013729	0.00859602	0.00151057	0.00883506
6	36 	4	0.00094309	0.010897	0.00111229	0.0109941
7	36 	4	0.000864368	0.0135244	-0.000749692	0.0135728
8	36 	4	0.00104896	0.0161353	-0.0030063	0.0164465
9	36 	4	0.00121756	0.0184028	-0.00508105	0.0191302
10	36 	4	0.001343	0.02029	-0.00691497	0.021478
11	36 	4	0.00139853	0.0217848	-0.00847727	0.0234179
12	36 	4	0.00138911	0.0228746	-0.00970025	0.0248852
13	36 	4	0.00132054	0.0235896	-0.0105883	0.0258907
14	36 	4	0.00117937	0.0239692	-0.0111375	0.0264567
15	36 	4	0.000962285	0.0240034	-0.0113311	0.026561
16	36 	4	0.000694942	0.0237617	-0.0111978	0.0262773
17	36 	4	0.000395819	0.0233229	-0.0107366	0.0256785
18	36 	4	7.32719e-05	0.022737	-0.00999256	0.0248361
19	36 	4	-0.000253122	0.0220967	-0.00902524	0.0238702
20	36 	4	-0.000572563	0.0214486	-0.00787156	0.0228546
21	36 	4	-0.00086554	0.0208496	-0.00663473	0.0218969
22	36 	4	-0.00111914	0.0203695	-0.00534818	0.0210896
23	36 	4	-0.00132981	0.0200193	-0.00407549	0.0204731
24	36 	4	-0.00149144	0.0198259	-0.00289641	0.0200918
25	36 	4	-0.00160731	0.0197887	-0.00180416	0.0199357
26	36 	4	-0.00166566	0.0198647	-0.000865035	0.0199532
27	36 	4	-0.00167292	0.0200484	-0.000100623	0.0201183
28	36 	4	-0.00165814	0.0203198	0.00055623	0.0203949
29	36 	4	-0.00160411	0.0206536	0.00111919	0.020746
30	36 	4	-0.00152042	0.0209813	0.001588	0.0210962
31	36 	4	-0.001426	0.0212783	0.00193948	0.0214141
32	36 	4	-0.00128666	0.0215272	0.00219415	0.021677
33	36 	4	-0.000517515	0.021635	0.00232269	0.0217654
34	36 	4	0.00207009	0.020761	0.00213691	0.0209731
35	36 	4	0.00633674	0.0165653	0.0019033	0.0178378
36	36 	4	0.0048765	0.00769449	0.00210677	0.00935008
37	36 	4	-0.00227044	0.0011987	0.00118066	0.00282591
38	36 	4	-0.00219051	0.000608767	0.000110016	0.00227618
39	36 	4	0	0.000203868	-0.000579321	0.000614146
0	37 	4	0	0	0	0
1	37 	4	0.00300772	-0.000312963	0.000100907	0.00302564
2	37 	4	0.00143463	-0.000699849	0.000204205	0.00160924
3	37 	4	0.00126676	-0.000487521	0.00101179	0.00169295
4	37 	4	0.00113565	-0.00104593	0.0022658	0.00274181
5	37 	4	0.000677723	-0.00256849	0.00353207	0.0044195
6	37 	4	0.000363135	-0.00436991	0.0046238	0.0063724
7	37 	4	0.000160897	-0.00607815	0.00557222	0.00824739
8	37 	4	-4.03294e-05	-0.0074975	0.00630247	0.00979465
9	37 	4	-0.000227105	-0.00856109	0.00680426	0.0109381
10	37 	4	-0.000381873	-0.00926816	0.00711278	0.0116892
11	37 	4	-0.000503331	-0.00963269	0.00725235	0.0120681
12	37 	4	-0.000587968	-0.00970431	0.00726413	0.0121362
13	37 	4	-0.000636124	-0.00950109	0.00717059	0.0119203
14	37 	4	-0.000656301	-0.00904552	0.00699175	0.0114515
15	37 	4	-0.000663661	-0.00842111	0.00675297	0.0108147
16	37 	4	-0.000657931	-0.00766953	0.00645927	0.0100487
17	37 	4	-0.000634767	-0.00682892	0.00613709	0.00920331
18	37 	4	-0.00060048	-0.00595104	0.00580335	0.00833393
19	37 	4	-0.000554792	-0.00505667	0.00547181	0.00747117
20	37 	4	-0.000506129	-0.00419518	0.00517229	0.00667894
21	37 	4	-0.000458542	-0.00339841	0.00489787	0.00597901
22	37 	4	-0.000411734	-0.00267595	0.00467046	0.00539847
23	37 	4	-0.000370545	-0.00206256	0.00449685	0.00496116
24	37 	4	-0.000329321	-0.00156444	0.00435446	0.00463867
25	37 	4	-0.000286979	-0.00118942	0.00426758	0.00443952
26	37 	4	-0.000241438	-0.000958434	0.00423259	0.00434646
27	37 	4	-0.000194133	-0.000850162	0.00423508	0.00432393
28	37 	4	-0.000159964	-0.000862164	0.00429617	0.00438475
29	37 	4	-0.000129113	-0.00101061	0.0044072	0.00452343
30	37 	4	-0.000104786	-0.00130106	0.00454481	0.00472853
31	37 	4	-9.13654e-05	-0.00170757	0.00469447	0.00499622
32	37 	4	-8.78498e-05	-0.00222591	0.0048492	0.00533639
33	37 	4	-0.000358178	-0.00283606	0.00496754	0.00573132
34	37 	4	-0.00112478	-0.00315649	0.00481851	0.00586912
35	37 	4	-0.00161418	-0.00271276	0.00404746	0.00513289
36	37 	4	-0.00152516	-0.00193564	0.00268219	0.00364238
37	37 	4	-0.002771	-0.00153653	0.00126802	0.00341281
38	37 	4	-0.00254331	-0.000607024	0.000303688	0.00263232
39	37 	4	0	-9.29187e-05	-0.000346355	0.000358602
0	38 	4	0	0	0	0
1	38 	4	0.00291914	-0.000205148	-5.99958e-05	0.00292696
2	38 	4	0.00235026	-0.00222772	-0.000312123	0.00325329
3	38 	4	0.00211399	-0.00438757	-0.000313609	0.00488038
4	38 	4	0.0016348	-0.0063064	-0.000363499	0.00652499
5	38 	4	0.00117795	-0.00744137	-0.000495546	0.00755031
6	38 	4	0.000911425	-0.00787733	-0.000657531	0.0079571
7	38 	4	0.000854947	-0.00793147	-0.00079138	0.00801657
8	38 	4	0.000898328	-0.007892	-0.000870876	0.00799056
9	38 	4	0.00093211	-0.00791524	-0.000888743	0.00801933
10	38 	4	0.000955366	-0.00801407	-0.00085662	0.00811615
11	38 	4	0.000968675	-0.00818171	-0.000787643	0.00827641
12	38 	4	0.000971318	-0.00842099	-0.000686851	0.0085046
13	38 	4	0.000966486	-0.00871098	-0.00055626	0.00878207
14	38 	4	0.000960592	-0.0090279	-0.000399979	0.00908767
15	38 	4	0.000947314	-0.009376	-0.000218921	0.00942627
16	38 	4	0.000923866	-0.00974133	-2.29118e-05	0.00978507
17	38 	4	0.000895959	-0.0101129	0.000182184	0.0101541
18	38 	4	0.000862941	-0.0104837	0.000389208	0.0105263
19	38 	4	0.00082934	-0.0108312	0.000589013	0.0108789
20	38 	4	0.000793159	-0.0111521	0.000782869	0.0112076
21	38 	4	0.000751844	-0.0114371	0.000959554	0.0115019
22	38 	4	0.000708156	-0.0116699	0.00111959	0.0117449
23	38 	4	0.00065911	-0.0118516	0.00126816	0.0119375
24	38 	4	0.000610186	-0.0119709	0.00139213	0.012067
25	38 	4	0.000562375	-0.0120184	0.00149878	0.0121245
26	38 	4	0.000510224	-0.0119954	0.00159845	0.0121122
27	38 	4	0.000456197	-0.0118844	0.00168251	0.0120116
28	38 	4	0.000400275	-0.0116811	0.00174724	0.0118179
29	38 	4	0.000348745	-0.0113967	0.00178585	0.011541
30	38 	4	0.000300352	-0.0110292	0.00179425	0.0111782
31	38 	4	0.000257024	-0.0105678	0.00177495	0.0107189
32	38 	4	0.000229179	-0.0100224	0.00172211	0.0101719
33	38 	4	0.000234033	-0.0093997	0.00163176	0.00954316
34	38 	4	0.000220587	-0.00865585	0.00153211	0.00879316
35	38 	4	-1.0176e-05	-0.00769572	0.00143754	0.00782884
36	38 	4	-0.000635386	-0.00631681	0.00123203	0.00646712
37	38 	4	-0.00161447	-0.00442197	0.000821271	0.00477858
38	38 	4	-0.00197906	-0.00229501	0.000338839	0.00304935
39	38 	4	0	-0.000767226	-9.07315e-05	0.000772572
0	39 	4	0	0	0	0
1	39 	4	0.00111594	0	-0.000202067	0.00113408
2	39 	4	0.000408457	0	-0.000811143	0.00090818
3	39 	4	0.000322998	0	-0.00122582	0.00126766
4	39 	4	0.000556432	0	-0.00154722	0.00164424
5	39 	4	0.000844679	0	-0.00176051	0.00195266
6	39 	4	0.00104581	0	-0.00189853	0.00216752
7	39 	4	0.00116419	0	-0.00198937	0.00230498
8	39 	4	0.00124348	0	-0.00205222	0.00239956
9	39 	4	0.00130023	0	-0.00209698	0.00246738
10	39 	4	0.00133915	0	-0.00212542	0.00251211
11	39 	4	0.00136127	0	-0.00213916	0.00253556
12	39 	4	0.00136537	0	-0.00213945	0.00253801
13	39 	4	0.00135417	0	-0.00212463	0.00251949
14	39 	4	0.00133511	0	-0.00209712	0.00248605
15	39 	4	0.00130568	0	-0.0020576	0.00243691
16	39 	4	0.00126277	0	-0.00200818	0.00237221
17	39 	4	0.00120978	0	-0.00195075	0.00229543
18	39 	4	0.00114569	0	-0.0018856	0.00220637
19	39 	4	0.00107466	0	-0.00181548	0.0021097
20	39 	4	0.000998669	0	-0.00173863	0.00200503
21	39 	4	0.000918481	0	-0.00165802	0.00189542
22	39 	4	0.000838905	0	-0.00157555	0.00178497
23	39 	4	0.000758718	0	-0.00148496	0.00166756
24	39 	4	0.000682132	0	-0.00139071	0.00154899
25	39 	4	0.000610957	0	-0.00129474	0.00143165
26	39 	4	0.000540455	0	-0.00119073	0.00130765
27	39 	4	0.000474445	0	-0.00108119	0.00118071
28	39 	4	0.000416814	0	-0.000969243	0.00105507
29	39 	4	0.000369646	0	-0.000856329	0.000932704
30	39 	4	0.000330297	0	-0.000742399	0.000812559
31	39 	4	0.000300082	0	-0.000626546	0.0006947
32	39 	4	0.000284113	0	-0.000512924	0.000586354
33	39 	4	0.000338379	0	-0.000399149	0.000523278
34	39 	4	0.000550392	0	-0.000278552	0.000616865
35	39 	4	0.000860263	0	-0.000151063	0.000873426
36	39 	4	0.000943929	0	-1.7622e-05	0.000944094
37	39 	4	0.000397113	0	0.000109227	0.00041186
38	39 	4	-0.000484395	0	0.000145424	0.000505754
39	39 	4	0	0	4.73546e-05	4.73546e-05
0	0 	5	0	0	0	0
1	0 	5	0	0	0	0
2	0 	5	0	0	0	0
3	0 	5	0	0	0	0
4	0 	5	0	0	0	0
5	0 	5	0	0	0	0
6	0 	5	0	0	0	0
7	0 	5	0	0	0	0
8	0 	5	0	0	0	0
9	0 	5	0	0	0	0
10	0 	5	0	0	0	0
11	0 	5	0	0	0	0
12	0 	5	0	0	0	0
13	0 	5	0	0	0	0
14	0 	5	0	0	0	0
15	0 	5	0	0	0	0
16	0 	5	0	0	0	0
17	0 	5	0	0	0	0
18	0 	5	0	0	0	0
19	0 	5	0	0	0	0
20	0 	5	0	0	0	0
21	0 	5	0	0	0	0
22	0 	5	0	0	0	0
23	0 	5	0	0	0	0
24	0 	5	0	0	0	0
25	0 	5	0	0	0	0
26	0 	5	0	0	0	0
27	0 	5	0	0	0	0
28	0 	5	0	0	0	0
29	0 	5	0	0	0	0
30	0 	5	0	0	0	0
31	0 	5	0	0	0	0
32	0 	5	0	0	0	0
33	0 	5	0	0	0	0
34	0 	5	0	0	0	0
35	0 	5	0	0	0	0
36	0 	5	0	0	0	0
37	0 	5	0	0	0	0
38	0 	5	0	0	0	0
39	0 	5	0	0	0	0
0	1 	5	0	0	0	0
1	1 	5	0.000142622	-7.32109e-05	0.000202632	0.000258381
2	1 	5	0.000224692	0.00337578	0.00031291	0.00339769
3	1 	5	0.000243676	0.00441087	0.000267994	0.00442572
4	1 	5	0.000205804	0.00381965	0.000173569	0.00382913
5	1 	5	0.000174819	0.00284192	8.56581e-05	0.00284858
6	1 	5	0.000190748	0.00186659	1.81049e-05	0.0018764
7	1 	5	0.00021281	0.000858151	1.71246e-07	0.000884144
8	1 	5	0.000240781	-0.000174487	-5.14472e-07	0.000297358
9	1 	5	0.00026135	-0.00117572	-4.66636e-06	0.00120443
10	1 	5	0.00027451	-0.00213144	-1.30307e-05	0.00214908
11	1 	5	0.000283564	-0.00303757	-2.24016e-05	0.00305086
12	1 	5	0.000288038	-0.00388551	-3.12306e-05	0.00389629
13	1 	5	0.000285843	-0.00466954	-3.82081e-05	0.00467844
14	1 	5	0.000275674	-0.0053826	-3.9725e-05	0.0053898
15	1 	5	0.000259218	-0.0060178	-4.04944e-05	0.00602352
16	1 	5	0.000238926	-0.0065709	-3.92803e-05	0.00657536
17	1 	5	0.000216471	-0.00703616	-3.93349e-05	0.0070396
18	1 	5	0.000192884	-0.00741086	-4.16755e-05	0.00741348
19	1 	5	0.000168237	-0.0076937	-4.32727e-05	0.00769566
20	1 	5	0.000142919	-0.00788367	-4.88026e-05	0.00788512
21	1 	5	0.000116959	-0.00798287	-5.17714e-05	0.0079839
22	1 	5	9.09533e-05	-0.00799241	-5.6415e-05	0.00799313
23	1 	5	6.56483e-05	-0.00791548	-6.44149e-05	0.00791602
24	1 	5	4.17932e-05	-0.00775533	-6.45146e-05	0.00775571
25	1 	5	2.41179e-05	-0.00751388	-7.12812e-05	0.00751426
26	1 	5	1.27547e-05	-0.00719443	-8.25307e-05	0.00719492
27	1 	5	3.46699e-06	-0.00680155	-7.97333e-05	0.00680202
28	1 	5	-2.38825e-06	-0.00634561	-7.71792e-05	0.00634608
29	1 	5	-4.37599e-06	-0.00583903	-7.33342e-05	0.00583949
30	1 	5	-1.26862e-06	-0.00528314	-6.37083e-05	0.00528352
31	1 	5	9.45214e-06	-0.00467339	-5.97204e-05	0.00467378
32	1 	5	1.78902e-05	-0.00401332	-5.66356e-05	0.00401375
33	1 	5	2.90413e-05	-0.00330996	-4.50668e-05	0.0033104
34	1 	5	0.000103197	-0.00250496	-8.41686e-07	0.00250709
35	1 	5	-6.96193e-05	-0.00156948	0.000100154	0.00157422
36	1 	5	-0.0004279	-0.000379695	0.000396403	0.00069599
37	1 	5	-0.000372521	0.00176269	0.000566027	0.00188845
38	1 	5	-0.000336646	0.00294137	0.000453114	0.00299505
39	1 	5	0	0.0029864	0.000219544	0.00299446
0	2 	5	0	0	0	0
1	2 	5	0.00361253	-8.46512e-05	0.000452135	0.0036417
2	2 	5	0.00133952	0.00290547	0.000247151	0.00320892
3	2 	5	-0.000128425	0.00551595	0.00012938	0.00551896
4	2 	5	-0.000469743	0.00794294	-0.000220779	0.00795988
5	2 	5	-0.000539747	0.0113711	-0.000507986	0.0113952
6	2 	5	-0.00065852	0.0132057	-0.000591222	0.0132354
7	2 	5	-0.000775505	0.0138526	-0.000581013	0.0138865
8	2 	5	-0.000834614	0.0141308	-0.00056038	0.0141665
9	2 	5	-0.000874936	0.014237	-0.000546247	0.0142744
10	2 	5	-0.000902482	0.0141741	-0.000532104	0.0142128
11	2 	5	-0.000916514	0.0139465	-0.000518343	0.0139862
12	2 	5	-0.000920044	0.0135761	-0.000505356	0.0136166
13	2 	5	-0.000914279	0.0130851	-0.000489345	0.0131262
14	2 	5	-0.000898236	0.0125062	-0.000465073	0.0125471
15	2 	5	-0.00086788	0.0118764	-0.000446994	0.0119165
16	2 	5	-0.000823034	0.0112277	-0.000431424	0.0112661
17	2 	5	-0.000766106	0.0105921	-0.000424455	0.0106283
18	2 	5	-0.00069974	0.00999169	-0.000425162	0.0100252
19	2 	5	-0.000627947	0.00944203	-0.000424439	0.0094724
20	2 	5	-0.000551832	0.00895752	-0.000433343	0.00898496
21	2 	5	-0.000474438	0.00854428	-0.000435364	0.0085685
22	2 	5	-0.00039768	0.00820848	-0.000443316	0.00823006
23	2 	5	-0.000324397	0.00794896	-0.00045749	0.00796872
24	2 	5	-0.000257174	0.00776057	-0.000459185	0.0077784
25	2 	5	-0.00019076	0.00763709	-0.000479719	0.00765452
26	2 	5	-0.00012815	0.0075684	-0.000497398	0.00758581
27	2 	5	-6.88812e-05	0.00754508	-0.000495854	0.00756167
28	2 	5	-4.04295e-06	0.00754728	-0.000514392	0.00756479
29	2 	5	5.99368e-05	0.00754239	-0.000522123	0.00756068
30	2 	5	0.000120624	0.007513	-0.000508893	0.00753118
31	2 	5	0.00018252	0.00746175	-0.000501049	0.00748078
32	2 	5	0.000244629	0.00738819	-0.000488906	0.00740839
33	2 	5	0.000379805	0.0072466	-0.000478027	0.00727227
34	2 	5	0.000608626	0.00643207	-0.000444642	0.00647608
35	2 	5	0.000733565	0.0037461	-0.000349781	0.00383324
36	2 	5	0.00141427	-0.000428248	-0.000166927	0.00148708
37	2 	5	0.000501657	0.00247024	0.000136106	0.00252433
38	2 	5	-0.000671158	0.00304349	6.56414e-05	0.00311731
39	2 	5	0	0.00225917	-0.000197678	0.0022678
0	3 	5	0	0	0	0
1	3 	5	0.00649704	-0.000154758	0.000567523	0.00652362
2	3 	5	0.00375281	0.00119154	0.000406626	0.00395837
3	3 	5	0.00191158	0.000344116	0.00104182	0.00220407
4	3 	5	0.0024308	-0.00993791	0.00171746	0.010374
5	3 	5	0.000906599	-0.0168641	0.00257755	0.017084
6	3 	5	-5.2004e-05	-0.0197705	0.00295488	0.0199902
7	3 	5	-0.000160761	-0.0194734	0.00285615	0.0196824
8	3 	5	-5.24092e-05	-0.0181566	0.00263736	0.0183472
9	3 	5	5.75401e-05	-0.0165601	0.00240186	0.0167334
10	3 	5	0.00016103	-0.0147598	0.00216471	0.0149186
11	3 	5	0.000258666	-0.0128178	0.00192245	0.0129637
12	3 	5	0.000347392	-0.0107894	0.00168347	0.0109255
13	3 	5	0.000430286	-0.00873302	0.00146126	0.00886488
14	3 	5	0.000511361	-0.00669272	0.00126174	0.00682978
15	3 	5	0.000593532	-0.00471271	0.00106614	0.00486812
16	3 	5	0.000670708	-0.00285086	0.000893849	0.00306206
17	3 	5	0.000738362	-0.00116261	0.000741427	0.00156414
18	3 	5	0.000796489	0.000294438	0.000614623	0.00104826
19	3 	5	0.000844506	0.0014718	0.000527313	0.00177692
20	3 	5	0.000888229	0.00234101	0.000455091	0.00254488
21	3 	5	0.000927994	0.00288189	0.000425548	0.00305737
22	3 	5	0.000966235	0.00309593	0.000409408	0.00326894
23	3 	5	0.00100103	0.00299415	0.000409188	0.00318347
24	3 	5	0.0010277	0.00260021	0.000443649	0.00283092
25	3 	5	0.00104915	0.00194879	0.000460392	0.00226063
26	3 	5	0.00105661	0.0010774	0.000503303	0.00159076
27	3 	5	0.00105844	3.43294e-05	0.000555797	0.00119598
28	3 	5	0.00106201	-0.00113705	0.000572044	0.0016577
29	3 	5	0.00104992	-0.00241569	0.000625854	0.00270732
30	3 	5	0.0010293	-0.00376954	0.000694154	0.00396872
31	3 	5	0.00100805	-0.00512956	0.00073845	0.00527957
32	3 	5	0.000958237	-0.00640982	0.00077791	0.00652757
33	3 	5	0.000387404	-0.00751925	0.000805815	0.00757222
34	3 	5	-0.00139516	-0.00814035	0.000714259	0.00828987
35	3 	5	-0.00308703	-0.00804779	0.000200031	0.00862187
36	3 	5	0.0046902	-0.0106621	-0.000628549	0.011665
37	3 	5	0.000702625	0.00192886	0.000606368	0.00214053
38	3 	5	-0.00194364	0.00248495	0.000108872	0.00315667
39	3 	5	0	0.00145246	-0.000368839	0.00149856
0	4 	5	0	0	0	0
1	4 	5	0.00765835	-0.000317275	0.000526228	0.00768297
2	4 	5	0.00273879	0.000406939	0.00034792	0.00279063
3	4 	5	-0.00841552	0.00143068	0.0014029	0.00865078
4	4 	5	-0.0043536	-0.00469271	0.000483066	0.0064194
5	4 	5	-0.00192739	0.00126433	-0.000823378	0.00244772
6	4 	5	4.73945e-05	0.0051462	-0.00102467	0.00524743
7	4 	5	0.000603954	0.00338074	-0.000152622	0.00343766
8	4 	5	0.000574377	-2.72317e-05	0.00102516	0.00117541
9	4 	5	0.000472182	-0.00353847	0.00225605	0.00422297
10	4 	5	0.000335108	-0.00705468	0.00351407	0.00788857
11	4 	5	0.000176914	-0.0105214	0.00477126	0.011554
12	4 	5	-2.39978e-07	-0.0138624	0.00601526	0.0151112
13	4 	5	-0.000186705	-0.0169978	0.00721756	0.0184676
14	4 	5	-0.000371696	-0.0198446	0.00833084	0.0215255
15	4 	5	-0.000545925	-0.0223401	0.00929631	0.0242033
16	4 	5	-0.000710692	-0.0244511	0.0101171	0.026471
17	4 	5	-0.000860326	-0.0261512	0.0107562	0.0282899
18	4 	5	-0.000986739	-0.0274261	0.0111998	0.0296412
19	4 	5	-0.00109019	-0.0282681	0.0114543	0.03052
20	4 	5	-0.00116533	-0.0286697	0.0114799	0.0309047
21	4 	5	-0.00121914	-0.0286428	0.0113317	0.030827
22	4 	5	-0.0012531	-0.0281984	0.0109821	0.0302874
23	4 	5	-0.00127447	-0.0273581	0.0104679	0.0293201
24	4 	5	-0.00129412	-0.0261423	0.00983862	0.0279623
25	4 	5	-0.00131402	-0.0245693	0.0090543	0.0262175
26	4 	5	-0.00135151	-0.0226637	0.00821638	0.024145
27	4 	5	-0.00139518	-0.0204418	0.00730319	0.021752
28	4 	5	-0.00144632	-0.0179211	0.0063095	0.0190543
29	4 	5	-0.00151544	-0.015157	0.00532773	0.0161374
30	4 	5	-0.00156187	-0.0122278	0.00428493	0.0130507
31	4 	5	-0.00157584	-0.00918267	0.00318036	0.00984476
32	4 	5	-0.00154824	-0.00603068	0.00200072	0.0065398
33	4 	5	-0.00171268	-0.00278386	0.000739114	0.00335103
34	4 	5	-0.00290668	0.000184224	-0.000415144	0.00294195
35	4 	5	-0.00720878	-0.000616601	-0.00144752	0.00737849
36	4 	5	0.0185613	-0.00966059	-0.00409708	0.0213222
37	4 	5	0.000307117	0.0018538	0.0015697	0.00244844
38	4 	5	-0.00357845	0.00159243	0.000118372	0.00391856
39	4 	5	0	0.00100536	-0.000553212	0.00114751
0	5 	5	0	0	0	0
1	5 	5	0.00816553	-0.000254314	0.000467543	0.00818285
2	5 	5	0.00358779	-0.000160992	0.000269792	0.00360152
3	5 	5	-0.014606	0.000787927	0.00198838	0.0147618
4	5 	5	0.00171192	-0.00219593	-0.000875067	0.00291865
5	5 	5	0.00228297	0.00400338	-0.00573814	0.00735971
6	5 	5	-0.00131025	0.0139385	-0.00991421	0.0171549
7	5 	5	-0.00237935	0.0159666	-0.0122393	0.0202582
8	5 	5	-0.00250161	0.0153231	-0.0132442	0.0204075
9	5 	5	-0.00254801	0.0145933	-0.0141929	0.0205157
10	5 	5	-0.00253008	0.0138627	-0.0151645	0.0207011
11	5 	5	-0.00245241	0.0131475	-0.0161464	0.0209661
12	5 	5	-0.00233435	0.0124864	-0.0171119	0.0213114
13	5 	5	-0.00218028	0.0119111	-0.018055	0.0217397
14	5 	5	-0.00199462	0.0114418	-0.0189688	0.0222421
15	5 	5	-0.00178726	0.0110839	-0.0198365	0.0227933
16	5 	5	-0.00158317	0.0108333	-0.0205753	0.0233069
17	5 	5	-0.00139502	0.0106865	-0.0211762	0.0237609
18	5 	5	-0.00123273	0.0106301	-0.0215946	0.0241007
19	5 	5	-0.00111315	0.010637	-0.0217626	0.0242487
20	5 	5	-0.00103435	0.0106711	-0.0216846	0.0241902
